hip_name,hd_name,gj_name,tm_name,st_exocatflag,st_coronagflag,st_starshadeflag,st_wfirstflag,st_rvflag,st_lbtiflag,st_probeflag,st_k2flag,st_k2campaign,st_ppnum,wds_designation,wds_sep,wds_deltamag,ra,raerr,rastr,dec,decerr,decstr,st_glon,st_glonerr,st_glat,st_glaterr,st_fracplxunc,st_dist,st_disterr1,st_disterr2,st_pmra,st_pmraerr,st_pmdec,st_pmdecerr,st_vmag,st_vmagerr,st_vmagsrc,st_kmagsrc,st_bmv,st_bmverr,st_bmvsrc,st_vmk,st_vmkerr,st_vmksrc,st_spttype,st_lumclass,st_spttag,st_mbol,st_mbolerr,st_mbolsrc,st_mbolflag,st_lbol,st_lbolerr,st_lbolsrc,st_teff,st_tefferr,st_teffsrc,st_logg,st_loggerr,st_loggsrc,st_metfe,st_metfeerr,st_metfesrc,st_metratio,st_rad,st_raderr,st_radsrc,st_mass,st_masserr,st_masssrc,st_age,st_ageerr,st_agesrc,st_actclass,st_eeidau,st_eeidauerr,st_eeidmas,st_eeidmaserr,st_fpbearth,st_fpbeartherr,st_vmagearth,st_vmageartherr,st_nts,st_nplc,st_nglc,st_nrvc,st_naxa,st_nimg,st_nspec,st_j2m,st_j2merr,st_j2mlim,st_h2m,st_h2merr,st_h2mlim,st_ks2m,st_ks2merr,st_ks2mlim,st_wise1,st_wise1err,st_wise1lim,st_wise2,st_wise2err,st_wise2lim,st_wise3,st_wise3err,st_wise3lim,st_wise4,st_wise4err,st_wise4lim,star_name
HIP 108706,,GJ 4247,2MASS J22011310+2818248,1,0,0,0,0,0,0,0,,0,,,,330.303657,,22h01m12.88s,28.306817,,+28d18m24.5s,83.253141,,-21.159325,,0.03,8.9,0.28,-0.26,372.1,,36.5,,11.99,0.01,G,2MASS,1.72,0.02,G,5.21,0.03,,,MAINSEQ,M,12.24,0.07,,0,0.01,0.12,V-K,3208,,V-K,,,,,,,,0.34,,Turnbull,0.31,,Turnbull,,,,,0.1,,11.76,,0,,31.93,,1,0,1,0,0,2,0,7.635,0.025,0,7.035,0.031,0,6.777,0.021,0,,,,,,,,,,,,,HIP 108706
HIP 108782,HD 209290,GJ 846,2MASS J22021026+0124006,1,0,0,0,0,0,0,0,,0,,,,330.543913,,22h02m10.54s,1.400909,,+01d24m03.3s,60.997353,,-40.297372,,0.02,10.24,0.21,-0.2,-455.1,,-280.4,,9.15,0.01,Koen,2MASS,1.47,0.01,Koen,3.85,0.02,,M2/3V,MAINSEQ,M,9.09,0.05,,0,0.06,0.1,V-K,3798,,V-K,4.79,,2007ApJS..168..297T,,,,,0.5,,2007ApJS..168..297T,0.49,,Turnbull,,,,,0.25,,24.58,,0,,31,,1,0,1,0,0,3,1,6.196,0.023,0,5.562,0.051,0,5.322,0.022,0,,,,,,,,,,,,,HIP 108782
HIP 109388,,GJ 849,2MASS J22094029-0438267,1,0,1,0,1,0,1,0,,1,,,,332.415341,,22h09m39.68s,-4.640681,,-04d38m26.5s,55.888371,,-45.396775,,0.02,9.1,0.19,-0.18,1134.9,,-19.7,,10.37,0.01,Koen,2MASS,1.5,0.01,Koen,4.82,0.03,,M3,MAINSEQ,M,10.57,0.05,,0,0.03,0.1,V-K,3343,,V-K,,,,,,,,0.55,,Turnbull,0.42,,Turnbull,,,,,0.18,,20.26,,0,,31.54,,2,0,1,1,0,2,3,6.51,0.024,0,5.899,0.044,0,5.594,0.017,0,5.57,0.116,0,5.183,0.064,0,5.307,0.015,0,5.177,0.036,0,GJ 849
HIP 109555,,GJ 851,2MASS J22113008+1825341,1,0,0,0,0,0,0,0,,0,,,,332.874549,,22h11m29.89s,18.425757,,+18d25m32.7s,78.078582,,-30.18777,,0.02,11.62,0.24,-0.23,329.2,,178.4,,10.25,0,G,2MASS,1.47,0,G,4.43,0.02,,M2,MAINSEQ,M,9.92,0.04,,0,0.05,0.1,V-K,3505,,V-K,,,,,,,,0.58,,Turnbull,0.45,,Turnbull,,,,,0.21,,18.5,,0,,31.75,,1,0,1,0,0,2,0,6.725,0.037,0,6.035,0.036,0,5.823,0.016,0,,,,,,,,,,,,,HIP 109555
HIP 117828,HD 223889,,2MASS J23535017-7537575,1,0,0,0,0,0,0,0,,0,,,,358.456411,,23h53m49.54s,-75.63161,,-75d37m53.8s,307.620948,,-40.967717,,0.01,9.99,0.1,-0.1,243,,-378.2,,9.99,0,G,2MASS,1.47,0,G,4.44,0.03,,Ma,MAINSEQ,M,9.99,0.03,,0,0.04,0.09,V-K,3498,,V-K,,,,,,,,0.57,,Turnbull,0.45,,Turnbull,,,,,0.21,,20.97,,0,,31.44,,1,0,1,0,0,2,0,6.45,0.019,0,5.783,0.017,0,5.549,0.027,0,,,,,,,,,,,,,HIP 117828
HIP 110443,HD 211970,GJ 1267,2MASS J22221621-5433383,1,0,0,0,0,0,0,0,,1,,,,335.568298,,22h22m16.39s,-54.561183,,-54d33m40.3s,337.243632,,-51.448954,,0.02,13.53,0.28,-0.27,-185.3,,232.7,,8.99,0.01,Koen,2MASS,1.35,0.01,Koen,3.34,0.05,,M0V,MAINSEQ,M,8.34,0.05,,0,0.09,0.07,V-K,4106,,V-K,,,,,,,,0.59,,Turnbull,0.54,,Turnbull,,,,A,0.3,,22.17,,0,,31.22,,1,0,1,0,0,2,0,6.462,0.029,0,5.842,0.04,0,5.663,0.021,0,5.618,0.154,0,5.422,0.042,0,5.504,0.015,0,5.461,0.034,0,HD 211970
HIP 111313,,GJ 863,2MASS J22330225+0922410,1,0,0,0,0,0,0,0,,0,,,,338.25795,,22h33m01.91s,9.377634,,+09d22m39.5s,75.539014,,-40.42702,,0.03,12.71,0.39,-0.37,537.9,,140.1,,10.37,0.01,Koen,2MASS,1.53,0.01,Koen,4,0.02,,M0V:,MAINSEQ,M,9.85,0.09,,0,0.04,0.13,V-K,3712,,V-K,,,,,,,,0.46,,Turnbull,0.43,,Turnbull,,,,,0.19,,15.02,,0,,31.62,,1,0,1,0,0,2,0,7.208,0.024,0,6.604,0.04,0,6.356,0.022,0,,,,,,,,,,,,,HIP 111313
HIP 111960,HD 214749,GJ 868,2MASS J22404335-2940278,1,0,0,0,0,0,0,0,,0,,,,340.179702,,22h40m43.13s,-29.674438,,-29d40m28.0s,20.067272,,-61.235521,,0.01,13.55,0.14,-0.13,380.2,,-17.4,,7.83,0,G,2MASS,1.14,0.01,G,2.79,0.02,,K4/5V,MAINSEQ,K,7.17,0.03,,0,0.2,0.03,V-K,4502,,V-K,4.65,,2007ApJS..168..297T,,,,,0.68,,2007ApJS..168..297T,0.74,,2007ApJS..168..297T,,,,A,0.44,,32.76,,0,,30.91,,1,0,1,0,0,2,0,5.773,0.019,0,5.261,0.042,0,5.039,0.017,0,,,,,,,,,,,,,HIP 111960
HIP 112774,HD 216133,GJ 875,2MASS J22501943-0705245,1,0,0,0,0,0,0,0,,0,,,,342.581195,,22h50m19.49s,-7.090358,,-07d05m25.3s,62.243573,,-54.983628,,0.03,14.13,0.44,-0.41,-103,,103.1,,9.85,0.01,Koen,2MASS,1.47,0.01,Koen,3.76,0.02,,K7,MAINSEQ,K,9.1,0.07,,0,0.06,0.07,V-K,3850,,V-K,,,,,,,,0.55,,Turnbull,0.49,,Turnbull,,,,,0.24,,17.34,,0,,31.64,,1,0,1,0,0,2,0,6.932,0.023,0,6.324,0.029,0,6.104,0.02,0,,,,,,,,,,,,,HIP 112774
HIP 114176,,,,1,0,0,0,0,0,0,0,,0,23073-3216,,,346.831366,,23h07m19.53s,-32.268199,,-32d16m05.5s,13.803078,,-66.875761,,0.41,9.03,6.28,-2.63,-223.6,,-30.4,,12.28,,Hp-VI-red,,,,,,,,,,,12.5,,,0,0,,V,,,,,,,,,,,,,,0.16,,Turnbull,,,,,0.03,,3.16,,0,,29.4,,1,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,HIP 114176
HIP 115332,,GJ 4333,2MASS J23213752+1717284,1,0,0,0,0,0,0,0,,0,,,,350.407402,,23h21m37.78s,17.293747,,+17d17m37.5s,94.264384,,-40.525891,,0.03,10.99,0.34,-0.32,-536.5,,-1385.2,,11.71,0.01,Koen,2MASS,1.53,0.01,Koen,5.19,0.02,,M:,MAINSEQ,M,11.51,0.08,,0,0.02,0.12,V-K,3214,,V-K,,,,,,,,0.47,,Turnbull,0.37,,Turnbull,,,,,0.15,,13.31,,0,,32.38,,1,0,1,0,0,2,0,7.391,0.029,0,6.771,0.024,0,6.507,0.016,0,,,,,,,,,,,,,HIP 115332
HIP 115562,,GJ 895,2MASS J23243049+5751153,1,0,0,0,0,0,0,0,,0,,,,351.127425,,23h24m30.58s,57.854996,,+57d51m18.0s,111.553322,,-3.083406,,0.02,12.96,0.26,-0.25,-62.5,,-282.8,,10.03,0.02,G,2MASS,1.47,0.02,G,4.16,0.03,,M2,MAINSEQ,M,9.47,0.05,,0,0.06,0.1,V-K,3632,,V-K,,,,,,,,0.6,,Turnbull,0.48,,Turnbull,,,,,0.24,,18.49,,0,,31.77,,1,0,1,0,0,2,1,6.795,0.032,0,6.097,0.034,0,5.871,0.021,0,,,,,,,,,,,,,HIP 115562
HIP 116317,,GJ 899,2MASS J23340328+0010452,1,0,0,0,0,0,0,0,,0,,,,353.516307,,23h34m03.91s,0.181689,,+00d10m54.1s,85.521767,,-56.960968,,0.05,13.98,0.74,-0.67,-997,,-936.2,,11.16,0,G,2MASS,1.45,0.01,G,4.33,0.02,,M3,MAINSEQ,M,10.43,0.11,,0,0.03,0.14,V-K,3548,,V-K,,,,,,,,0.43,,Turnbull,0.4,,Turnbull,,,,,0.16,,11.72,,0,,32.08,,1,0,1,0,0,2,0,7.664,0.024,0,7.07,0.034,0,6.828,0.02,0,,,,,,,,,,,,,HIP 116317
HIP 116745,HD 222237,GJ 902,2MASS J23393736-7243197,1,0,0,0,0,0,0,0,,0,,,,354.904625,,23h39m37.11s,-72.720364,,-72d43m13.3s,310.169878,,-43.384138,,0.01,11.42,0.12,-0.11,141.1,,-736.9,,7.09,0.01,Koen,2MASS,1,0.01,Koen,2.51,0.03,,K4V,MAINSEQ,K,6.8,0.02,,0,0.24,0.04,V-K,4723,,2005ApJS..159..141V,4.63,,2007ApJS..168..297T,-0.29,,,[Fe/H],0.72,,2007ApJS..168..297T,0.74,,2007ApJS..168..297T,8.8,,2005ApJS..159..141V,I,0.49,,42.88,,0,,30.38,,1,0,1,0,0,2,1,5.249,0.018,0,4.745,0.061,0,4.581,0.029,0,,,,,,,,,,,,,HIP 116745
HIP 3829,,GJ 35,2MASS J00490996+0523173,1,0,0,0,0,0,0,0,,0,,,,12.288238,,00h49m09.18s,5.395198,,+05d23m42.7s,121.874236,,-57.471845,,0,4.3,,,1233,,-2710.6,,12.37,0,G,2MASS,0.55,0,G,0.87,0.03,,DZ7,WD,WD,14.2,0.01,,0,0,0.03,V-K,6916,,V-K,,,,,,,,0.01,,Turnbull,0.11,,Turnbull,,,,,0.01,,3.06,,0,,27.81,,1,0,1,0,0,2,0,11.688,0.022,0,11.572,0.024,0,11.498,0.025,0,,,,,,,,,,,,,HIP 3829
HIP 4856,,GJ 48,2MASS J01023213+7140475,1,0,0,0,0,0,0,0,,0,,,,15.620804,,01h02m28.99s,71.680741,,+71d40m50.7s,123.809934,,8.827934,,0.01,8.24,0.08,-0.08,1745.7,,-380.4,,9.98,0.04,G,2MASS,1.5,0.06,G,4.53,0.04,,M3.5e,MAINSEQ,M,10.4,0.06,,0,0.03,0.11,V-K,3459,,V-K,,,,,,,,0.5,,Turnbull,0.41,,Turnbull,,,,,0.18,,21.85,,0,,31.1,,1,0,1,0,0,2,0,6.301,0.034,0,5.699,0.049,0,5.449,0.017,0,,,,,,,,,,,,,HIP 4856
HIP 5643,,GJ 54.1,2MASS J01123052-1659570,1,0,0,0,0,0,0,0,,3,,,,18.124593,,01h12m29.90s,-17.00054,,-17d00m01.9s,149.695003,,-78.762367,,0,3.72,,,1210.1,,647,,12.07,0.01,Koen,2MASS,1.81,0.01,Koen,5.68,0.02,,M4.0V,MAINSEQ,M,14.22,0.02,,0,0,0.09,V-K,3082,,V-K,,,,,,,,0.18,,Turnbull,0.22,,Turnbull,,,,,0.05,,13.86,,0,,30.48,,1,0,1,0,0,2,0,7.258,0.02,0,6.749,0.033,0,6.42,0.017,0,,,,,,,,,,,,,YZ Cet
HIP 439,HD 225213,GJ 1,2MASS J00052423-3721257,1,0,0,0,0,0,0,0,,0,,,,1.334556,,00h05m20.29s,-37.351681,,-37d21m06.1s,343.609069,,-75.896858,,0,4.34,,,5634.1,,-2337.9,,8.56,0.01,Koen,Koen,1.46,0.01,Koen,4.04,0.04,,M1.5V,MAINSEQ,M,10.37,0.02,,0,0.02,0.09,V-K,3696,,V-K,,,,,,,,0.37,,Turnbull,0.38,,Turnbull,,,,,0.15,,34.81,,0,,29.3,,1,0,1,0,0,2,2,5.328,0.019,0,4.828,0.076,0,4.523,0.017,0,,,,,,,,,,,,,HIP 439
HIP 1599,HD 1581,GJ 17,2MASS J00200446-6452282,1,1,1,0,0,0,1,0,,0,,,,5.007976,,00h20m01.91s,-64.877623,,-64d52m39.4s,308.32759,,-51.920264,,0,8.59,,,1707.6,,1165.4,,4.23,0.01,G,Koornneef,0.58,0.01,G,1.42,0.05,,G0V,MAINSEQ,G,4.56,0.01,,0,1.33,0.05,V-K,5948,,2005ApJS..159..141V,4.41,,2007ApJS..168..297T,-0.22,,,[Fe/H],1.07,,2007ApJS..168..297T,1.01,,2007ApJS..168..297T,4.84,,2007ApJS..168..297T,I,1.15,,134.47,,0,,29.39,,1,0,1,0,0,2,1,3.068,0.272,0,2.738,0.218,0,2.769,0.25,0,,,,,,,,,,,,,HIP 1599
HIP 2021,HD 2151,GJ 19,2MASS J00254416-7715157,1,1,1,0,0,0,1,0,,0,,,,6.413342,,00h25m39.20s,-77.255035,,-77d15m18.1s,304.778774,,-39.780544,,0,7.46,,,2220.1,,324.4,,2.82,0.01,G,Koornneef,0.62,0.01,G,1.49,0.05,,G1IV,MAINSEQ,G,3.46,0.01,,0,3.7,0.05,V-K,5873,,2005ApJS..159..141V,3.99,,2007ApJS..168..297T,-0.07,,,[Fe/H],1.84,,2007ApJS..168..297T,1.14,,2007ApJS..168..297T,6.32,,2007ApJS..168..297T,I,1.92,,257.95,,0,,29.08,,1,0,1,0,0,2,0,1.676,0.296,0,1.434,0.22,0,1.372,0.248,0,,,,,,,,,,,,,HIP 2021
HIP 12781,,GJ 109,2MASS J02441537+2531249,1,0,0,0,0,0,0,0,,0,,,,41.062295,,02h44m14.95s,25.524249,,+25d31m27.3s,152.683549,,-30.750435,,0.02,7.51,0.15,-0.15,864.8,,-367.2,,10.56,0.01,Koen,2MASS,1.58,0.01,Koen,4.57,0.29,,M3.5Ve,,,11.18,0.05,,0,0.02,0.3,V-K,3444,,V-K,,,,,,,,0.36,,Turnbull,0.35,,Turnbull,,,,,0.13,,17.23,,0,,30.97,,1,0,1,0,0,2,1,6.752,0.018,0,6.197,0.017,0,5.961,0.021,0,,,,,,,,,,,,,HIP 12781
HIP 15510,HD 20794,GJ 139,2MASS J03195563-4304112,1,1,1,1,0,0,1,0,,4,,,,49.97177,,03h19m53.22s,-43.071549,,-43d04m17.6s,250.752899,,-56.083425,,0.01,6.04,0.06,-0.06,3038.1,,726.3,,4.26,0,G,Koornneef,0.71,0.01,G,1.76,0.05,,G8.0V,MAINSEQ,G,5.35,0.02,,0,0.69,0.05,V-K,5401,,2005ApJS..159..141V,4.46,,2007ApJS..168..297T,-0.41,,,[Fe/H],0.92,,2007ApJS..168..297T,0.85,,2007ApJS..168..297T,13.5,,2005ApJS..159..141V,I,0.83,,137.55,,0,,28.7,,1,0,1,0,0,2,0,3.032,0.262,0,2.709,0.234,0,2.636,0.278,0,,,,,,,,,,,,,HD 20794
HIP 23311,HD 32147,GJ 183,2MASS J05004896-0545117,1,0,1,0,1,1,1,0,,0,,,,75.202822,,05h00m48.68s,-5.750979,,-05d45m03.5s,205.088124,,-27.175624,,0,8.71,,,550.7,,-1109.3,,6.23,0.02,VT,1989A&A...215..305A,1.05,0.01,G,2.43,0.05,,K4III,MAINSEQ,K,6.53,0.03,,0,0.3,0.06,V-K,4827,,2005ApJS..159..141V,4.61,,2007ApJS..168..297T,0.33,,,[Fe/H],0.78,,2007ApJS..168..297T,0.84,,2007ApJS..168..297T,5.3,,2005ApJS..159..141V,I,0.54,,62.46,,0,,29.75,,1,0,1,0,0,4,4,4.389,0.244,0,3.797,0.214,0,3.706,0.228,0,,,,,,,,,,,,,HIP 23311
HIP 26857,,GJ 213,2MASS J05420897+1229252,1,0,0,0,0,0,0,0,,0,,,,85.533636,,05h42m08.07s,12.493155,,+12d29m35.4s,193.702403,,-9.214239,,0.01,5.83,0.06,-0.06,1999,,-1570.6,,11.48,0.01,Koen,2MASS,1.61,0.01,Koen,5.17,0.03,,M4.0V,MAINSEQ,M,12.65,0.02,,0,0.01,0.09,V-K,3221,,V-K,,,,,,,,0.26,,Turnbull,0.28,,Turnbull,,,,,0.08,,14.05,,0,,30.89,,1,0,1,0,0,2,0,7.124,0.021,0,6.627,0.018,0,6.389,0.016,0,,,,,,,,,,,,,HIP 26857
HIP 33226,HD 265866,GJ 251,2MASS J06544902+3316058,1,0,0,0,0,0,0,0,,0,,,,103.706105,,06h54m49.47s,33.269146,,+33d16m08.9s,182.936165,,15.137514,,0.01,5.61,0.06,-0.06,-729.3,,-399.3,,9.89,0.03,G,2MASS,1.58,0.04,G,4.62,0.04,,M3.0V,MAINSEQ,K,11.14,0.04,,0,0.02,0.1,V-K,3423,,V-K,,,,,,,,0.38,,Turnbull,0.35,,Turnbull,,,,,0.13,,23.59,,0,,30.34,,1,0,1,0,0,2,2,6.104,0.024,0,5.526,0.016,0,5.275,0.022,0,,,,,,,,,,,,,HIP 33226
HIP 34603,,GJ 268,2MASS J07100180+3831457,1,0,0,0,0,0,0,0,,0,,,,107.509005,,07h10m02.16s,38.531765,,+38d31m54.4s,178.952383,,19.906753,,0.01,6.12,0.06,-0.06,-439.7,,-948.4,,11.67,0.4,VT,2MASS,1.09,0.4,BVT-G-Red,5.83,0.4,,M4.5V,MAINSEQ,M,12.74,0.42,,0,0.01,0.58,V-K,3049,,V-K,,,,,,,,0.39,,Turnbull,0.32,,Turnbull,,,,,0.11,,18,,0,,31.73,,1,0,1,0,0,2,0,6.731,0.025,0,6.152,0.047,0,5.846,0.018,0,,,,,,,,,,,,,HIP 34603
HIP 36208,,GJ 273,2MASS J07272450+0513329,1,0,0,0,0,0,0,0,,2,,,,111.850685,,07h27m24.16s,5.234764,,+05d14m05.2s,212.335814,,10.376376,,0,3.76,,,571.3,,-3694.2,,9.87,0.01,Koen,2MASS,1.57,0.01,Koen,4.98,0.04,,M3.5V,MAINSEQ,M,12,0.02,,0,0.01,0.09,V-K,3283,,V-K,,,,,,,,0.33,,Turnbull,0.32,,Turnbull,,,,,0.11,,28.43,,0,,29.86,,1,0,1,0,0,3,1,5.714,0.032,0,5.219,0.063,0,4.857,0.022,0,,,,,,,,,,,,,GJ 273
HIP 37766,,GJ 285,2MASS J07444018+0333089,1,0,0,0,0,0,0,0,,0,07447+0333,,,116.168233,,07h44m40.38s,3.553549,,+03d33m12.8s,215.85548,,13.458654,,0.01,5.98,0.06,-0.06,-344.9,,-450.8,,11.23,0.01,Koen,2MASS,1.61,0.01,Koen,5.49,0.02,,M4.0V,MAINSEQ,M,12.34,0.03,,0,0.01,0.09,V-K,3129,,V-K,,,,,,,,0.39,,Turnbull,0.33,,Turnbull,,,,,0.12,,19.36,,0,,31.39,,1,0,1,0,0,2,1,6.581,0.024,0,6.005,0.038,0,5.698,0.017,0,,,,,,,,,,,,,HIP 37766
HIP 38956,,GJ 1105,2MASS J07581269+4118134,1,0,0,0,0,0,0,0,,0,,,,119.552224,,07h58m12.53s,41.305371,,+41d18m19.3s,178.728503,,29.539295,,0.03,8.62,0.27,-0.25,212.3,,-685.1,,12.02,0.01,G,2MASS,1.62,0.02,G,5.14,0.03,,M4V,,,12.34,0.08,,0,0.01,0.12,V-K,3230,,V-K,,,,,,,,0.31,,Turnbull,0.3,,Turnbull,,,,,0.1,,11.22,,0,,31.79,,1,0,1,0,0,2,0,7.734,0.023,0,7.133,0.034,0,6.878,0.031,0,,,,,,,,,,,,,HIP 38956
HIP 49986,,GJ 382,2MASS J10121768-0344441,1,0,0,0,0,0,0,0,,0,,,,153.07399,,10h12m17.76s,-3.745072,,-03d44m42.3s,245.49458,,40.742745,,0.01,7.87,0.08,-0.08,-152.9,,-242.9,,9.26,0.01,Koen,2MASS,1.5,0.01,Koen,4.25,0.02,,M3,MAINSEQ,M,9.78,0.04,,0,0.05,0.1,V-K,3590,,V-K,,,,,,,,0.55,,Turnbull,0.45,,Turnbull,,,,,0.21,,27.21,,0,,30.75,,1,0,1,0,0,2,0,5.888,0.021,0,5.258,0.016,0,5.015,0.02,0,,,,,,,,,,,,,HIP 49986
HIP 51317,,GJ 393,2MASS J10285555+0050275,1,0,0,0,0,0,0,0,,0,,,,157.232929,,10h28m55.90s,0.842778,,+00d50m34.0s,244.474101,,46.889657,,0.02,7.07,0.14,-0.14,-602.3,,-731.9,,9.63,0.01,Koen,2MASS,1.53,0.01,Koen,4.34,0.03,,M2,MAINSEQ,M,10.38,0.05,,0,0.03,0.1,V-K,3545,,V-K,,,,,,,,0.44,,Turnbull,0.4,,Turnbull,,,,,0.17,,23.56,,0,,30.58,,1,0,1,0,0,2,1,6.176,0.021,0,5.605,0.033,0,5.311,0.022,0,,,,,,,,,,,,,HIP 51317
HIP 53020,,GJ 402,2MASS J10505201+0648292,1,0,0,0,0,0,0,0,,0,10509+0648,,,162.718905,,10h50m52.54s,6.810117,,+06d48m36.4s,242.773232,,54.914821,,0.01,6.8,0.07,-0.07,-804.4,,-809.6,,11.64,0,G,2MASS,1.68,0,G,5.27,0.02,,M4.0V,MAINSEQ,M,12.48,0.02,,0,0.01,0.09,V-K,3191,,V-K,,,,,,,,0.32,,Turnbull,0.3,,Turnbull,,,,,0.1,,14.18,,0,,31.4,,1,0,1,0,0,2,0,7.319,0.023,0,6.707,0.051,0,6.371,0.016,0,,,,,,,,,,,,,HIP 53020
HIP 53767,,GJ 408,2MASS J11000432+2249592,1,0,0,0,0,0,0,0,,0,,,,165.018863,,11h00m04.53s,22.833643,,+22d50m01.1s,216.420827,,64.455313,,0.01,6.7,0.07,-0.07,-426.3,,-279.9,,10.02,0.01,Koen,Koen,1.56,0.01,Koen,4.54,0.03,,M2.5V,MAINSEQ,M,10.89,0.03,,0,0.02,0.09,V-K,3457,,V-K,,,,,,,,0.4,,Turnbull,0.37,,Turnbull,,,,,0.14,,21.39,,0,,30.64,,1,0,1,0,0,3,1,6.314,0.023,0,5.76,0.02,0,5.495,9.995,0,,,,,,,,,,,,,HIP 53767
HIP 54035,HD 95735,GJ 411,2MASS J11032027+3558203,1,0,0,0,0,0,0,0,,1,,,,165.835884,,11h03m20.61s,35.981464,,+35d58m53.3s,185.090646,,65.430293,,0,2.54,,,-580.2,,-4767.1,,7.49,0.01,G,,1.5,0.01,G,,,,M2.0V,MAINSEQ,M,10.46,0.02,,0,0.02,0.1,B-V,3611,,B-V,,,,,,,,0.4,,Turnbull,0.39,,Turnbull,,,,,0.16,,61.72,,0,,28.31,,1,0,1,0,0,3,11,4.32,0.282,0,3.722,0.224,0,3.501,0.352,0,,,,,,,,,,,,,GJ 411
HIP 57367,,GJ 440,2MASS J11454297-6450297,1,0,0,0,0,0,0,0,,0,,,,176.413598,,11h45m39.26s,-64.840674,,-64d50m26.4s,296.010432,,-2.856565,,0,4.63,,,2665.2,,-346.8,,11.51,0.01,Koen,2MASS,0.21,0.01,Koen,0.4,0.05,,DQ6,WD,WD,13.19,0.02,,0,0,0.05,V-K,7904,,B-V,,,,,,,,0.01,,Turnbull,0.14,,Turnbull,,,,,0.02,,4.59,,0,,27.99,,1,0,1,0,0,2,0,11.188,0.024,0,11.13,0.025,0,11.104,0.026,0,,,,,,,,,,,,,HIP 57367
HIP 57459,,GJ 443,2MASS J11464282-1400504,1,0,0,0,0,0,0,0,,0,,,,176.677023,,11h46m42.49s,-14.012474,,-14d00m44.9s,280.039819,,45.962355,,0.06,19.99,1.28,-1.13,713.8,,-786.5,,11.7,0.01,Koen,2MASS,1.49,0.01,Koen,4.61,0.02,,M,MAINSEQ,M,10.2,0.15,,0,0.04,0.18,V-K,3425,,V-K,,,,,,,,0.59,,Turnbull,0.45,,Turnbull,,,,,0.21,,10.33,,0,,33.12,,1,0,1,0,0,2,0,7.965,0.027,0,7.275,0.042,0,7.069,0.021,0,,,,,,,,,,,,,HIP 57459
HIP 57544,,GJ 445,2MASS J11474143+7841283,1,0,0,0,0,0,0,0,,0,,,,176.913191,,11h47m39.17s,78.689993,,+78d41m24.0s,126.849858,,37.948712,,0.01,5.34,0.05,-0.05,743.2,,480.4,,10.8,0.01,G,2MASS,1.57,0.02,G,4.85,0.03,,M3.5V,MAINSEQ,M,12.16,0.03,,0,0.01,0.09,V-K,3332,,V-K,,,,,,,,0.27,,Turnbull,0.29,,Turnbull,,,,,0.09,,17.16,,0,,30.45,,1,0,1,0,0,2,0,6.724,0.024,0,6.217,0.044,0,5.954,0.027,0,,,,,,,,,,,,,HIP 57544
HIP 57548,,GJ 447,2MASS J11474440+0048164,1,0,0,0,0,0,0,1,1,1,,,,176.933513,,11h47m44.04s,0.807526,,+00d48m27.1s,270.141738,,59.561017,,0,3.35,,,605.6,,-1219.2,,11.1,0.01,Koen,2MASS,1.74,0.01,Koen,5.47,0.03,,M4.0V,MAINSEQ,M,13.47,0.02,,0,0,0.09,V-K,3135,,V-K,,,,,,,,0.22,,Turnbull,0.25,,Turnbull,,,,,0.07,,19.75,,0,,30.04,,1,0,1,0,0,2,3,6.505,0.023,0,5.945,0.024,0,5.654,0.024,0,,,,,,,,,,,,,Ross 128
HIP 57802,,GJ 450,2MASS J11510737+3516188,1,0,0,0,0,0,0,0,,0,,,,177.781382,,11h51m07.53s,35.271398,,+35d16m17.0s,176.903974,,74.774969,,0.01,8.59,0.09,-0.09,-272,,254.9,,9.76,0.01,G,2MASS,1.48,0.02,G,4.15,0.02,,M1V,MAINSEQ,M,10.09,0.03,,0,0.03,0.1,V-K,3635,,V-K,,,,,,,,0.45,,Turnbull,0.41,,Turnbull,,,,,0.18,,20.9,,0,,30.87,,1,0,1,0,0,3,1,6.419,0.02,0,5.828,0.02,0,5.606,0.017,0,,,,,,,,,,,,,HIP 57802
HIP 61874,,GJ 480.1,2MASS J12404633-4333595,1,0,0,0,0,0,0,0,,0,,,,190.195493,,12h40m46.92s,-43.568062,,-43d34m05.0s,300.887553,,19.261435,,0.03,7.78,0.24,-0.23,-782,,693.5,,12.24,0.01,Koen,2MASS,1.73,0.01,Koen,4.83,0.02,,M4,,,12.78,0.08,,0,0,0.12,V-K,3339,,V-K,,,,,,,,0.2,,Turnbull,0.25,,Turnbull,,,,,0.07,,8.77,,0,,31.25,,1,0,1,0,0,2,0,8.217,0.029,0,7.703,0.044,0,7.413,0.021,0,,,,,,,,,,,,,HIP 61874
HIP 62452,,GJ 486,2MASS J12475664+0945050,1,0,0,0,0,0,0,0,,0,,,,191.988422,,12h47m57.22s,9.752518,,+09d45m09.1s,300.059311,,72.604811,,0.02,8.37,0.17,-0.16,-1007.7,,-461,,11.39,0,G,2MASS,1.56,0,G,5.03,0.02,,M4,MAINSEQ,M,11.78,0.05,,0,0.01,0.1,V-K,3267,,V-K,,,,,,,,0.37,,Turnbull,0.34,,Turnbull,,,,,0.12,,14.22,,0,,31.61,,1,0,1,0,0,2,0,7.195,0.025,0,6.666,0.045,0,6.362,0.018,0,,,,,,,,,,,,,HIP 62452
